measure,normalization_lower,normalization_upper,raw_min,raw_max,raw_mean,normalized_mean,n_samples
pos_error_l2,0.0,0.1,0.0036047483400566027,0.0719780394597887,0.022942294500075074,0.22942294500075072,30
orientation_error_geodesic,0.0,0.2,0.008133377196731574,0.15366240353362526,0.07432803946539882,0.3716401973269941,30
