t,err_vx,err_vy,err_lin,err_yaw
10.499947,0.027596,-0.005824,0.028204,0.210740
10.520220,0.017302,-0.035281,0.039295,0.237905
10.539862,0.042649,-0.048090,0.064277,0.266936
10.559896,0.033081,-0.088054,0.094063,0.266366
10.579951,0.044090,-0.117456,0.125459,0.231870
10.599910,0.068433,-0.123768,0.141427,0.232431
10.619950,0.068544,-0.118247,0.136677,0.120289
10.639785,0.013537,-0.080692,0.081820,-0.095324
10.659777,0.026975,-0.037855,0.046483,-0.046210
10.679946,0.035200,-0.008986,0.036329,-0.245712
10.700115,0.033113,0.014044,0.035968,-0.212919
10.719920,0.009355,0.030530,0.031931,-0.257324
10.739875,0.000357,0.048589,0.048590,-0.161212
10.759892,0.004511,0.068494,0.068642,0.069457
10.780200,0.006179,0.122016,0.122172,-0.268664
10.800171,-0.035914,0.154694,0.158808,-0.243528
10.819949,-0.084986,0.175388,0.194894,-0.183504
10.840044,-0.061254,0.200903,0.210033,-0.207488
10.860051,-0.054863,0.242733,0.248856,-0.203024
10.880268,-0.033648,0.260063,0.262231,-0.114268
10.900142,-0.080475,0.248957,0.261641,-0.361476
10.919858,-0.105711,0.189643,0.217116,-0.443893
10.939943,-0.057735,0.141080,0.152437,-0.163563
10.959860,-0.020250,0.277683,0.278420,1.254862
10.980045,-0.026462,0.127812,0.130523,0.073858
11.000003,-0.020648,0.117481,0.119282,0.186932
11.019965,0.009880,0.072153,0.072826,0.198287
11.039863,-0.006773,0.042918,0.043449,0.092438
11.060050,0.019284,0.029612,0.035338,0.212937
11.079975,0.021853,0.011878,0.024872,0.256856
11.099986,-0.001458,-0.008347,0.008473,0.283042
11.120067,0.017439,-0.025441,0.030844,0.314511
11.139829,0.015773,-0.049187,0.051654,0.345837
11.159727,-0.004574,-0.077861,0.077995,0.327226
11.179798,-0.005602,-0.102035,0.102189,0.346187
11.199784,0.011209,-0.100437,0.101061,0.317210
11.219708,-0.007046,-0.047943,0.048458,0.108038
11.239851,-0.031486,-0.039565,0.050564,-0.367079
11.259920,-0.028296,-0.033293,0.043693,-0.821153
11.280192,-0.042921,0.044357,0.061723,-0.530556
11.300194,0.004410,0.041278,0.041513,-0.230829
11.319954,0.025503,0.055228,0.060832,-0.202650
11.340005,-0.017860,0.084951,0.086808,-0.181901
11.359864,-0.062934,0.121807,0.137104,-0.198372
11.380134,-0.196038,0.178314,0.265003,-0.287530
11.399801,-0.265495,0.208325,0.337471,-0.222753
11.419903,-0.306826,0.264766,0.405269,-0.232235
11.439869,-0.302266,0.306639,0.430572,-0.288179
11.459938,-0.284182,0.307322,0.418576,-0.162375
11.479848,-0.294457,0.270833,0.400069,0.021612
11.499933,-0.298822,0.237494,0.381704,0.001545
11.519964,-0.281407,0.211319,0.351917,0.173787
11.540118,-0.245187,0.160476,0.293034,0.140395
11.559903,-0.262737,0.152532,0.303804,0.207383
11.580048,-0.252853,0.121798,0.280659,0.210202
11.599746,-0.220219,0.097972,0.241029,0.350927
11.619900,-0.242711,0.067292,0.251867,0.242936
11.640110,-0.234320,0.048644,0.239316,0.275007
11.660139,-0.224290,0.020030,0.225183,0.261144
11.680351,-0.236476,0.003437,0.236501,0.279222
11.700047,-0.244601,-0.021341,0.245530,0.267765
11.719856,-0.243186,-0.048536,0.247982,0.180906
11.739856,-0.231258,-0.063518,0.239822,0.203182
11.759861,-0.239464,-0.026103,0.240882,0.093497
11.780032,-0.223130,0.045043,0.227631,-0.146832
11.799870,-0.189266,0.060500,0.198700,-0.181860
11.820042,-0.153522,0.075916,0.171267,-0.163319
11.839951,-0.150562,0.109613,0.186236,-0.167001
11.860045,-0.132445,0.122180,0.180193,-0.217005
11.880029,-0.105384,0.153375,0.186091,-0.077894
11.900129,-0.098515,0.174366,0.200272,-0.139901
11.920105,-0.059499,0.240468,0.247720,-0.055044
11.939957,-0.032145,0.259664,0.261646,0.052517
11.960111,-0.031107,0.266612,0.268421,-0.034208
11.980920,-0.014173,0.292989,0.293332,-0.075226
12.000803,-0.027451,0.246078,0.247604,-0.441016
12.020849,-0.009717,0.188307,0.188558,0.037004
12.040643,0.039331,0.118339,0.124704,-0.031454
12.060137,0.117008,0.014705,0.117928,-0.526000
12.080157,0.186968,0.006210,0.187071,-0.113948
12.100126,0.194806,-0.019085,0.195739,-0.155584
12.120010,0.190944,-0.078665,0.206513,-0.121188
12.139965,0.180889,-0.096365,0.204956,-0.146861
12.160013,0.179285,-0.126526,0.219436,-0.066263
12.180008,0.172833,-0.140422,0.222687,0.100387
12.200064,0.150421,-0.159325,0.219114,0.072900
12.219902,0.142496,-0.194918,0.241450,0.129285
12.239975,0.120553,-0.200346,0.233819,0.206159
12.260001,0.103911,-0.217134,0.240717,0.366840
12.279973,0.093265,-0.242885,0.260176,0.329123
12.300392,0.065313,-0.263565,0.271537,0.137326
12.320016,0.075773,-0.232490,0.244526,0.068044
12.339852,0.070529,-0.182941,0.196066,0.023196
12.359980,0.105241,-0.149973,0.183215,0.203307
12.380265,0.110562,-0.122090,0.164712,0.215107
12.399990,0.121258,-0.096818,0.155168,0.302659
12.420021,0.136301,-0.067815,0.152239,0.364245
12.439965,0.130207,-0.033666,0.134489,0.183770
12.459939,0.176487,-0.001755,0.176496,0.591614
12.479858,0.124037,-0.001118,0.124042,-0.218808
12.500049,0.122282,-0.009053,0.122617,-0.462864
12.519979,0.162164,0.115031,0.198820,0.159710
12.539980,0.157641,0.120190,0.198233,-0.006110
12.559891,0.166092,0.135428,0.214307,-0.221823
12.579988,0.184138,0.205094,0.275627,-0.178558
12.600001,0.178673,0.193280,0.263213,-0.200085
12.619882,0.155535,0.161837,0.224460,-0.045400
12.639909,0.128328,0.158269,0.203758,0.025843
12.659856,0.109462,0.113414,0.157622,0.100206
12.679881,0.095272,0.052101,0.108588,0.215299
12.699921,0.087565,0.049581,0.100628,0.199174
12.719851,0.070744,0.022167,0.074136,0.181245
12.739938,0.046354,-0.001605,0.046382,0.201328
12.759933,0.034791,-0.012604,0.037004,0.296965
12.780069,0.006704,-0.017108,0.018375,0.300708
12.800089,-0.014872,-0.036800,0.039692,0.293934
12.820346,-0.013621,-0.058907,0.060461,0.383987
12.839789,-0.056760,-0.061374,0.083597,0.315656
12.859927,-0.081795,-0.077034,0.112360,0.284060
12.879979,-0.083338,-0.103200,0.132648,0.384978
12.900018,-0.099085,-0.104953,0.144336,0.460342
12.919836,-0.109346,-0.111782,0.156371,0.237728
12.939878,-0.091333,-0.064548,0.111840,-0.122019
12.959910,-0.024940,-0.041510,0.048426,0.058542
12.980081,-0.002721,-0.057478,0.057542,-0.101386
13.000065,0.004386,-0.037194,0.037452,-0.142151
13.019911,0.057754,-0.033894,0.066965,0.206063
13.039942,0.064321,-0.016325,0.066360,-0.042742
13.059887,0.072404,0.004703,0.072557,-0.283111
13.080090,0.085829,0.015768,0.087265,-0.382296
13.100118,0.149221,0.039029,0.154241,0.189226
13.120057,0.159654,0.048132,0.166752,-0.248505
13.139897,0.187874,0.098613,0.212182,-0.334672
13.160093,0.215489,0.126965,0.250111,-0.078109
13.179910,0.246622,0.138771,0.282984,-0.309488
13.200041,0.230107,0.132687,0.265622,-0.158239
13.219960,0.175994,0.095533,0.200251,-0.069261
13.239847,0.158427,0.055096,0.167734,0.007163
13.259910,0.141658,0.048297,0.149665,0.089603
13.279878,0.118218,0.033445,0.122858,0.090615
13.300129,0.093875,0.001350,0.093885,0.188421
13.320010,0.073326,-0.013272,0.074517,0.237240
13.339927,0.053353,-0.029130,0.060787,0.267114
13.359939,0.023764,-0.022319,0.032602,0.219719
13.379912,0.000074,-0.031964,0.031964,0.243951
13.400191,-0.008905,-0.053932,0.054662,0.324120
13.419859,-0.034218,-0.060959,0.069906,0.268226
13.439852,-0.065854,-0.049481,0.082372,0.298971
13.459843,-0.078113,-0.070528,0.105242,0.305403
13.479854,-0.101861,-0.076020,0.127101,0.330726
13.499986,-0.124639,-0.056530,0.136859,0.218502
13.520042,-0.056807,-0.053670,0.078151,-0.009774
13.539959,-0.020014,-0.021938,0.029696,-0.056250
13.559929,0.003074,-0.054263,0.054350,-0.154174
13.580717,0.020448,-0.056667,0.060243,-0.157712
13.600889,0.046960,-0.042780,0.063525,-0.125746
13.620844,0.072090,-0.074101,0.103382,-0.070499
13.640225,0.101770,-0.024551,0.104689,-0.107641
13.659976,0.142720,0.002989,0.142751,-0.153190
13.679858,0.173444,-0.008465,0.173650,-0.107109
13.700270,0.195987,-0.015278,0.196582,-0.117794
13.719941,0.233657,0.015522,0.234172,-0.284152
13.739947,0.253307,0.000112,0.253307,-0.380268
13.759964,0.280442,0.008361,0.280567,-0.314089
13.780129,0.257488,0.012081,0.257771,-0.202091
13.800074,0.244389,0.033623,0.246691,-0.105556
13.819879,0.192390,-0.011694,0.192745,0.063557
13.840011,0.170693,-0.013038,0.171190,-0.000425
13.859985,0.139272,-0.021187,0.140874,-0.016017
13.880251,0.103065,-0.047615,0.113532,0.081036
13.900189,0.078686,-0.041804,0.089101,-0.004874
13.919876,0.052559,-0.047678,0.070962,0.090600
13.939869,0.030100,-0.068684,0.074990,0.163524
13.959996,0.010308,-0.070786,0.071533,0.217358
13.980120,-0.030558,-0.052473,0.060722,-0.007087
14.000175,-0.033172,-0.052663,0.062240,0.225686
14.019910,-0.053757,-0.064405,0.083892,0.271183
14.039872,-0.078759,-0.064770,0.101971,0.257881
14.059833,-0.106543,-0.045414,0.115818,0.246197
14.079749,-0.112885,-0.058568,0.127174,0.218651
14.099944,-0.065100,-0.048953,0.081452,0.016559
14.119984,-0.014065,-0.038484,0.040974,-0.120209
14.139866,0.002785,-0.049081,0.049160,-0.180361
14.159956,0.024576,-0.078613,0.082365,-0.102630
14.180115,0.040282,-0.087430,0.096263,-0.131091
14.199995,0.067587,-0.090674,0.113092,-0.148898
14.220132,0.103433,-0.087181,0.135273,-0.128067
14.239924,0.133098,-0.086820,0.158911,-0.151656
14.259874,0.168774,-0.082681,0.187938,-0.186180
14.279913,0.227438,-0.079484,0.240927,-0.188070
14.300059,0.242509,-0.095793,0.260743,-0.201983
14.319914,0.275212,-0.095518,0.291317,-0.247068
14.339753,0.291320,-0.096197,0.306792,-0.313533
14.359722,0.294725,-0.066501,0.302134,-0.273777
14.379971,0.234206,-0.075904,0.246199,-0.094602
14.400008,0.191632,-0.077864,0.206847,-0.083911
14.419880,0.173410,-0.068285,0.186370,0.011623
14.440228,0.141366,-0.063205,0.154852,0.000155
14.460068,0.097559,-0.071171,0.120760,0.082381
14.480233,0.083413,-0.051695,0.098133,0.065990
14.499889,0.044951,-0.060622,0.075469,0.122174
14.519891,0.024974,-0.054293,0.059761,0.150463
14.540072,0.008615,-0.051737,0.052449,0.221607
14.559868,-0.004436,-0.023489,0.023904,0.233509
14.579941,-0.028061,-0.027895,0.039567,0.246193
14.600083,-0.047241,-0.014358,0.049375,0.271792
14.620053,-0.067807,-0.002799,0.067865,0.252750
14.640009,-0.096838,0.021933,0.099291,0.055577
14.660048,-0.073772,0.031706,0.080297,0.172319
14.680063,-0.027072,-0.004680,0.027474,0.006846
14.700111,-0.000674,-0.021100,0.021111,-0.141815
14.719999,0.021995,-0.032529,0.039267,-0.290412
14.739856,0.023738,-0.066303,0.070424,-0.293089
14.759875,0.039082,-0.078810,0.087968,-0.289412
14.779983,0.045227,-0.107437,0.116568,-0.363575
14.800033,0.070511,-0.100507,0.122774,-0.367397
14.820058,0.103377,-0.100046,0.143861,-0.386878
14.840356,0.136540,-0.134025,0.191327,-0.410377
14.859870,0.187096,-0.138120,0.232555,-0.182892
14.879747,0.251428,-0.144321,0.289904,-0.196903
14.900140,0.240016,-0.163211,0.290251,-0.207312
14.919940,0.247910,-0.149661,0.289582,-0.249683
14.939959,0.190234,-0.127473,0.228994,-0.024382
14.959863,0.174948,-0.108874,0.206059,0.039165
14.980042,0.100287,-0.130607,0.164668,0.177035
15.000048,0.088083,-0.104124,0.136383,0.114008
15.020155,0.086746,-0.082587,0.119773,0.106305
15.040155,0.046441,-0.080439,0.092883,0.199887
15.059752,0.036727,-0.056815,0.067652,0.169548
15.079798,0.013287,-0.047853,0.049663,0.175777
15.099937,-0.022119,-0.045223,0.050343,0.192604
15.120158,-0.029061,-0.032795,0.043818,0.251903
15.139996,-0.030187,0.001868,0.030245,0.230995
15.159865,-0.057256,0.003664,0.057373,0.256815
15.179742,-0.069524,0.016560,0.071469,0.302116
15.199783,-0.084252,0.031831,0.090064,0.225819
15.219833,-0.053008,0.039561,0.066143,0.075927
15.239922,-0.022146,-0.015315,0.026926,-0.133619
15.259978,0.022194,-0.036747,0.042929,-0.107838
15.280172,0.020647,-0.057382,0.060984,-0.182759
15.299961,0.026174,-0.078047,0.082319,-0.261645
15.320022,0.025172,-0.101350,0.104429,-0.217125
15.339886,0.047132,-0.116547,0.125716,-0.237389
15.359916,0.092947,-0.167839,0.191857,0.120904
15.379883,0.072949,-0.146038,0.163244,-0.491901
15.399940,0.116500,-0.179875,0.214306,-0.246132
15.419868,0.171077,-0.207732,0.269110,-0.257063
15.439922,0.171275,-0.234497,0.290386,-0.211763
15.459984,0.182455,-0.243868,0.304568,-0.257596
15.479977,0.227680,-0.232134,0.325153,-0.083290
15.499936,0.145433,-0.169379,0.223249,-0.324923
15.519768,0.103957,-0.171592,0.200626,0.022977
15.539906,0.095270,-0.172469,0.197033,0.016853
15.559869,0.076858,-0.144430,0.163607,0.022829
15.579851,0.038110,-0.118654,0.124624,0.078369
15.599959,0.019710,-0.098691,0.100640,0.177983
15.619884,0.001540,-0.082044,0.082058,0.179245
15.639749,0.009690,-0.055226,0.056070,0.149224
15.659718,-0.006931,-0.037920,0.038548,0.179090
15.679796,-0.025554,-0.026306,0.036674,0.245154
15.700098,-0.030107,-0.011468,0.032217,0.254123
15.719934,-0.022675,0.019038,0.029607,0.261777
15.740047,-0.046392,0.033943,0.057483,0.252307
15.760065,-0.050415,0.052768,0.072980,0.207732
15.780236,-0.023047,0.061454,0.065634,0.087686
15.800020,0.011034,0.000611,0.011051,-0.014558
15.820061,-0.008089,-0.027467,0.028633,-0.146301
15.839813,-0.004667,-0.053377,0.053581,-0.188510
15.859713,-0.009356,-0.071025,0.071639,-0.515126
15.879899,-0.010395,-0.097587,0.098139,-0.640153
15.899851,-0.009737,-0.116891,0.117296,-0.879639
15.919855,0.008096,-0.135881,0.136122,-0.887104
15.939794,0.046473,-0.176990,0.182990,-0.879505
15.959832,0.058055,-0.208000,0.215950,-0.828018
15.979841,0.080878,-0.253542,0.266129,-0.707106
15.999989,0.094185,-0.281753,0.297078,-0.654494
16.019915,0.063282,-0.276788,0.283930,-0.467418
16.039983,0.067469,-0.265478,0.273917,0.117640
16.059759,0.081977,-0.247540,0.260761,0.400769
16.080096,0.029961,-0.181100,0.183562,-0.151254
16.100257,-0.002541,-0.151918,0.151939,-0.189862
16.120015,-0.011990,-0.122658,0.123243,-0.242651
16.140083,-0.000586,-0.097894,0.097896,-0.162400
16.159991,-0.007879,-0.075899,0.076307,-0.088815
16.179781,-0.032115,-0.056204,0.064732,-0.044593
16.200121,-0.033094,-0.040015,0.051927,0.065776
16.219949,-0.022883,-0.013597,0.026618,0.009737
16.239981,-0.016980,0.009673,0.019542,0.093543
16.260912,-0.040398,0.027082,0.048636,0.014813
16.281043,-0.036987,0.048395,0.060911,-0.021263
16.300914,-0.037448,0.070027,0.079411,-0.107215
16.321055,-0.040068,0.064686,0.076090,-0.360765
16.340836,-0.022419,0.007103,0.023517,-0.578572
16.361016,-0.010969,-0.006871,0.012943,-0.832939
16.380858,-0.062625,-0.045192,0.077228,-0.832904
16.400879,-0.051261,-0.066173,0.083705,-0.938638
16.420733,-0.057585,-0.081848,0.100076,-0.905808
16.440835,-0.052151,-0.111269,0.122884,-0.820785
16.461279,-0.048629,-0.135810,0.144254,-0.792337
16.481121,-0.019610,-0.174663,0.175760,-0.733770
16.500182,-0.010465,-0.204026,0.204294,-0.689058
16.520117,-0.014116,-0.230164,0.230596,-0.610229
16.539915,0.026338,-0.277755,0.279001,-0.514239
16.560155,0.023395,-0.272711,0.273713,-0.439272
16.579950,-0.004573,-0.207125,0.207175,-0.279257
16.600000,-0.005883,-0.180503,0.180599,-0.360022
16.619953,-0.021956,-0.149793,0.151394,-0.458248
16.639867,-0.053231,-0.113184,0.125077,-0.587368
16.659925,-0.071226,-0.087252,0.112632,-0.485391
16.679926,-0.049546,-0.057144,0.075632,-0.399307
16.700008,-0.060191,-0.033515,0.068893,-0.292150
16.719882,-0.080222,-0.017099,0.082024,-0.276842
16.739941,-0.074003,0.013748,0.075269,-0.161129
16.760018,-0.075315,0.036437,0.083666,-0.079785
16.780052,-0.087804,0.042787,0.097674,0.039423
16.800027,-0.078678,0.076443,0.109698,0.054918
16.820014,-0.080469,0.100541,0.128778,0.152782
16.839881,-0.086469,0.112299,0.141732,0.172577
16.859812,-0.087545,0.075400,0.115539,0.154584
16.879932,-0.077311,0.044951,0.089429,-0.057569
16.900452,-0.080531,0.035841,0.088147,-0.203353
16.920080,-0.087855,-0.002173,0.087882,-0.335004
16.939895,-0.091702,-0.042121,0.100913,-0.359442
16.959768,-0.090339,-0.061395,0.109227,-0.347191
16.979790,-0.058765,-0.077004,0.096866,-0.214261
17.000069,-0.042644,-0.113035,0.120812,-0.163876
17.019720,-0.032844,-0.135594,0.139515,-0.209829
17.039737,-0.036354,-0.157252,0.161400,-0.309902
17.059805,-0.019368,-0.175345,0.176411,-0.328087
17.079751,0.020436,-0.196762,0.197820,-0.296552
17.099917,0.020900,-0.227187,0.228146,-0.284688
17.119881,0.036551,-0.232810,0.235662,-0.422550
17.139784,0.039617,-0.187482,0.191622,-0.500265
17.159807,0.001794,-0.133561,0.133573,-0.603406
17.179981,-0.038056,-0.126408,0.132012,-0.523892
17.199863,-0.041549,-0.124218,0.130983,-0.314320
17.219835,-0.045187,-0.096429,0.106491,-0.298189
17.240095,-0.029560,-0.135946,0.139123,0.492468
17.259756,-0.050748,-0.113971,0.124759,0.700770
17.280484,-0.135425,0.001727,0.135436,-0.500724
17.300033,-0.187705,0.067760,0.199561,-1.010834
17.319901,-0.231091,0.083491,0.245711,-1.219388
17.339750,-0.165479,0.033023,0.168742,0.223579
17.359728,-0.199909,0.068527,0.211328,-0.014435
17.379724,-0.194558,0.056281,0.202535,0.320652
17.399930,-0.209892,0.077037,0.223583,0.350999
17.419848,-0.243288,0.119980,0.271264,0.175335
17.439894,-0.238048,0.081575,0.251637,-0.097010
17.459868,-0.172621,0.053350,0.180677,0.145365
17.479972,-0.166857,0.065928,0.179409,-0.109739
17.500001,-0.157831,0.015153,0.158557,-0.056444
17.519840,-0.134266,-0.049637,0.143147,0.200891
17.539884,-0.119965,-0.046579,0.128690,0.000204
17.559734,-0.100070,-0.062222,0.117837,0.008320
17.579783,-0.062390,-0.073639,0.096515,-0.052461
17.599751,-0.050306,-0.087629,0.101042,-0.148005
17.619930,-0.028608,-0.106226,0.110011,-0.241206
17.639942,0.013878,-0.119419,0.120223,-0.266609
17.659854,0.025272,-0.136145,0.138471,-0.301832
17.680003,0.056986,-0.152700,0.162987,-0.332550
17.700307,0.081529,-0.173356,0.191571,-0.349729
17.720071,0.117852,-0.167795,0.205047,-0.256936
17.740098,0.095352,-0.128698,0.160172,-0.173710
17.760443,0.033474,-0.105601,0.110779,-0.192651
17.780474,0.021636,-0.089465,0.092044,-0.168356
17.799939,-0.033597,-0.095125,0.100884,-0.252163
17.820011,-0.052771,-0.083513,0.098789,-0.312134
17.839921,-0.056083,-0.045893,0.072467,-0.255187
17.859860,-0.084717,-0.034547,0.091490,-0.152227
17.880146,-0.118764,-0.034816,0.123762,-0.057116
17.899989,-0.135082,-0.027041,0.137762,0.010285
17.920019,-0.160516,-0.013488,0.161082,0.067928
17.939941,-0.179939,0.015582,0.180612,0.118774
17.959937,-0.197398,0.017468,0.198169,0.156461
17.979884,-0.221731,0.053044,0.227988,0.246349
18.000166,-0.246813,0.060634,0.254152,0.266496
18.020163,-0.242536,0.042836,0.246290,0.172554
18.039933,-0.212593,0.046761,0.217675,0.048604
18.060028,-0.192288,0.023745,0.193749,-0.132287
18.079985,-0.166657,-0.023158,0.168258,-0.190895
18.100089,-0.135743,-0.039930,0.141494,0.152044
18.120152,-0.119119,-0.078305,0.142552,0.335201
18.140033,-0.025681,0.015234,0.029859,0.634975
18.159885,0.085483,0.132263,0.157483,0.475640
18.180051,0.126930,0.155396,0.200647,0.208958
18.200075,0.150223,0.166620,0.224342,0.047456
