t,err_weighted
6.379861,0.432002
6.400278,0.337751
6.420567,0.237203
6.440686,0.211422
6.460558,0.190903
6.480513,0.146183
6.500171,0.116082
6.520465,0.114442
6.540054,0.117446
6.559853,0.115977
6.580363,0.116831
6.600594,0.104539
6.620717,0.104266
6.640260,0.183507
6.660635,0.180058
6.681307,0.269239
6.700059,0.312016
6.720350,0.218087
6.740095,0.204304
6.760537,0.202486
6.779822,0.173697
6.800322,0.129999
6.820526,0.097565
6.840573,0.087521
6.860737,0.076653
6.880795,0.063774
6.900091,0.053980
6.919791,0.050366
6.940109,0.068044
6.960666,0.159968
6.980663,0.231487
7.000817,0.353195
7.020740,0.436508
7.040259,0.337896
7.059813,0.239348
7.079914,0.212977
7.100512,0.190489
7.120534,0.144764
7.140678,0.115018
7.160828,0.114692
7.180519,0.117189
7.199979,0.115286
7.219957,0.115879
7.240419,0.103204
7.260738,0.100303
7.280463,0.187040
7.300528,0.185563
7.320557,0.272765
7.340552,0.310799
7.359787,0.217270
7.379982,0.204225
7.400402,0.202235
7.420885,0.172754
7.441242,0.128199
7.460794,0.096425
7.480721,0.086927
7.499863,0.076534
7.520315,0.064278
7.539870,0.054993
7.560345,0.050652
7.580525,0.067512
7.600640,0.159824
7.620499,0.227854
7.640113,0.330820
7.659968,0.433926
7.680340,0.338677
7.699937,0.237600
7.720060,0.210878
7.740645,0.190736
7.760639,0.146077
7.779807,0.115458
7.800209,0.115754
7.820266,0.118993
7.839846,0.117602
7.859897,0.118462
7.880604,0.105949
7.899797,0.102027
7.920360,0.185400
7.939932,0.184404
7.960465,0.274637
7.980864,0.313075
8.000802,0.218661
8.020708,0.204873
8.039793,0.202725
8.060045,0.172690
8.080392,0.127480
8.100634,0.096296
8.120462,0.086892
8.140974,0.076250
8.160793,0.064065
8.180647,0.054822
8.199782,0.053041
8.219870,0.071661
8.240434,0.164835
8.260566,0.232758
8.280499,0.356660
8.300817,0.439422
8.320597,0.330259
8.339823,0.242796
8.360308,0.217295
8.380216,0.193248
8.400464,0.146437
8.419820,0.115555
8.440323,0.117423
8.460896,0.120140
8.479818,0.118248
8.500276,0.118851
8.520533,0.105872
8.540691,0.101957
8.559981,0.184690
8.580481,0.185440
8.600586,0.272490
8.619851,0.312213
8.640540,0.217561
8.661004,0.204276
8.680711,0.202385
8.700114,0.173570
8.720823,0.127169
8.740380,0.095516
8.759795,0.086407
8.780357,0.076588
8.800477,0.064965
8.820591,0.056294
8.840544,0.053610
8.860560,0.071553
8.880542,0.166058
8.899898,0.232137
8.920331,0.356474
8.940411,0.439981
8.960652,0.332127
8.980872,0.243938
9.000583,0.217164
9.020564,0.193066
9.040472,0.146181
9.059748,0.115718
9.080157,0.118218
9.100385,0.120935
9.120515,0.118978
9.140523,0.119508
9.160909,0.106343
9.180718,0.102737
9.199795,0.185831
9.220120,0.187700
9.240481,0.274958
9.260568,0.312457
9.280499,0.217728
9.300742,0.204510
9.320743,0.202468
9.340027,0.173128
9.360298,0.125722
9.380260,0.094700
9.400673,0.085950
9.419902,0.076295
9.440409,0.065056
9.460576,0.056697
9.479801,0.054709
9.500270,0.072881
9.519853,0.166644
9.540785,0.231791
9.560728,0.336318
9.580819,0.433937
9.600208,0.332626
9.620745,0.240172
9.640249,0.215160
9.660907,0.191849
9.680659,0.145578
9.699987,0.115531
9.720779,0.119374
9.740712,0.121313
9.760182,0.119746
9.779863,0.120550
9.800264,0.107705
9.820390,0.103684
9.840199,0.184995
9.860314,0.186511
9.880654,0.275061
9.900374,0.313663
9.919790,0.218652
9.940056,0.205031
9.960528,0.202946
9.980476,0.173549
10.000684,0.125480
10.020972,0.094809
10.040890,0.086233
10.059735,0.076602
10.080286,0.065481
10.099852,0.057215
10.120338,0.056454
10.140595,0.075808
10.160687,0.169115
10.180565,0.235464
10.199800,0.361488
10.220018,0.441738
10.240425,0.331026
10.260000,0.243806
10.280294,0.216787
10.300836,0.191430
10.320088,0.144099
10.339786,0.115657
10.360051,0.118086
10.380386,0.120738
10.400724,0.118881
10.420655,0.119584
10.439923,0.106592
10.460592,0.103066
10.479917,0.186521
10.500063,0.188668
10.520518,0.274888
10.540662,0.312481
10.560669,0.217820
10.580535,0.204728
10.600886,0.202708
10.620399,0.173798
10.639789,0.124750
10.660591,0.094152
10.680521,0.085978
10.699842,0.076958
10.720472,0.066344
10.740636,0.058538
10.760901,0.056704
10.779780,0.075452
10.800046,0.166702
10.820565,0.234131
10.840562,0.339616
10.860471,0.438464
10.880462,0.332873
10.900243,0.242793
10.919836,0.214886
10.940349,0.190624
10.960407,0.143996
10.980430,0.115882
11.000708,0.118518
11.020470,0.121572
11.040561,0.119975
11.059792,0.120804
11.080217,0.107952
11.100516,0.104255
11.120129,0.186194
11.140535,0.188292
11.160614,0.276383
11.180886,0.314102
11.200704,0.218504
11.220036,0.205429
11.240183,0.203226
11.260896,0.173684
11.280124,0.123895
11.300163,0.093954
11.320585,0.086341
11.339964,0.091770
11.359843,0.104562
11.379700,0.124650
11.399717,0.117840
11.419665,0.100971
11.439262,0.137657
11.459652,0.212796
11.479794,0.315601
11.499633,0.371968
11.520032,0.232047
11.539632,0.140615
11.559766,0.098376
11.579741,0.055670
11.599711,0.024068
11.619678,0.028162
11.640302,0.044107
11.659667,0.065103
11.679723,0.081868
11.699720,0.097812
11.719677,0.099747
11.740095,0.092293
11.759759,0.135178
11.779704,0.268167
11.799661,0.376748
11.819643,0.451437
11.839086,0.332944
11.859681,0.315638
11.879707,0.298342
11.899702,0.260135
11.919632,0.200140
11.939710,0.148005
11.959644,0.127140
11.979651,0.111283
11.999635,0.098962
12.019852,0.241285
12.040535,0.304551
12.059850,0.231605
12.079631,0.169487
12.099709,0.323289
12.119699,0.400854
12.139968,0.510752
12.159709,0.433070
12.179783,0.319095
12.199730,0.249125
12.219646,0.214170
12.239768,0.163659
12.259709,0.120529
12.279773,0.108824
12.299810,0.104548
12.319763,0.093887
12.339738,0.088318
12.359721,0.084680
12.379788,0.078195
12.399680,0.082095
12.419718,0.213486
12.440357,0.145892
12.460211,0.222223
12.479942,0.253354
12.500083,0.189581
12.520093,0.194873
12.540119,0.199751
12.560758,0.177306
12.579954,0.131581
12.600073,0.104257
12.619921,0.101333
12.640130,0.098676
12.660201,0.095432
12.680031,0.080373
12.699973,0.076686
12.719988,0.229222
12.740506,0.234949
12.759679,0.396406
12.779746,0.448360
12.799731,0.315602
12.819946,0.249145
12.839802,0.224982
12.859689,0.181711
12.879614,0.137503
12.899787,0.124054
12.919656,0.125518
12.940001,0.123447
12.960085,0.120498
12.979840,0.109477
12.999902,0.099025
13.019974,0.084279
13.039909,0.251650
13.059893,0.310983
13.080138,0.365522
13.099919,0.257203
13.119787,0.214860
13.139914,0.207372
13.159953,0.175084
13.179768,0.121038
13.200109,0.080779
13.219903,0.070809
13.239968,0.063782
13.259924,0.053221
13.279833,0.049183
13.299914,0.061503
13.319898,0.071863
13.339985,0.102641
13.359868,0.247086
13.379893,0.213163
13.400004,0.392348
13.420411,0.406811
13.439382,0.271475
13.459871,0.213619
13.480231,0.205444
13.499863,0.177976
13.520647,0.143350
13.539870,0.127005
13.560097,0.131321
13.580243,0.134252
13.600403,0.134159
13.619938,0.131516
13.639926,0.123911
13.659960,0.164407
13.679952,0.259718
13.699978,0.389135
13.720054,0.571797
13.740017,0.404695
13.759942,0.341345
13.780040,0.368674
13.799985,0.610437
13.819949,0.753707
13.839941,0.829013
13.859926,0.758286
13.879613,0.599994
13.899806,0.479872
13.919919,0.275392
13.939631,0.135231
13.959627,0.170893
13.979751,0.248912
13.999718,0.404934
14.019667,0.358407
14.039622,0.230908
14.059713,0.147197
14.079658,0.107651
14.099747,0.083574
14.119900,0.062534
14.139928,0.034390
14.159780,0.043875
14.179798,0.040017
14.199947,0.032158
14.219861,0.036105
14.239814,0.051028
14.259775,0.059024
14.279732,0.086487
14.299764,0.201767
14.319712,0.183873
14.339719,0.251677
14.359734,0.302514
14.379558,0.207781
14.399588,0.194983
14.419698,0.219981
14.439854,0.235997
14.459897,0.234835
14.479773,0.210034
14.499584,0.189545
14.519669,0.192011
14.539685,0.199672
14.559847,0.193152
14.579673,0.159824
14.599773,0.188499
14.619592,0.188283
14.639693,0.359112
14.659939,0.328630
14.679765,0.250245
14.699768,0.221846
14.719882,0.200286
14.739632,0.151195
14.759693,0.105043
14.779587,0.077664
14.799623,0.057710
14.819626,0.091092
14.839552,0.098291
14.859609,0.106251
14.879563,0.117205
14.899592,0.211123
14.919632,0.538826
14.939930,0.541951
14.959644,0.576102
14.980185,0.443676
14.999763,0.443926
15.019908,0.389999
15.039899,0.306224
15.059897,0.136317
15.079599,0.143596
15.099604,0.191296
15.119746,0.227797
15.139973,0.244579
15.159735,0.242382
15.179762,0.223539
15.200096,0.341104
15.219812,0.199479
15.239788,0.160584
15.259725,0.106547
15.279714,0.178076
15.299732,0.221282
15.319710,0.196508
15.339583,0.164071
15.359736,0.119761
15.379564,0.156042
15.399653,0.178954
15.419560,0.178543
15.439867,0.180108
15.459942,0.172507
15.480030,0.149315
15.499883,0.120368
15.520151,0.112962
15.539679,0.110965
15.559677,0.118208
15.579735,0.136015
15.600030,0.129213
15.620003,0.140324
15.639856,0.165024
15.659966,0.180146
15.679760,0.172587
15.699789,0.151521
15.719915,0.141211
15.740031,0.150032
15.759943,0.165060
15.779750,0.079409
15.799724,0.050311
15.819889,0.128304
15.840025,0.120873
15.859936,0.358414
15.879798,0.335728
15.899893,0.361501
15.919965,0.246736
15.939924,0.189775
15.960190,0.127704
15.979837,0.089232
15.999817,0.069578
16.019665,0.037712
16.039577,0.055054
16.059726,0.059933
16.079697,0.074460
16.099563,0.143342
16.119691,0.374558
16.139899,0.418007
16.159737,0.440474
16.179606,0.374625
16.199778,0.261689
16.219793,0.210229
16.239743,0.146003
16.259573,0.109310
16.279547,0.114714
16.299624,0.117168
16.319548,0.133158
16.339586,0.132124
16.359555,0.177530
16.379588,0.234240
16.399572,0.369845
16.419591,0.401937
16.439547,0.305206
16.459555,0.257670
16.479593,0.248360
16.499574,0.231776
16.519572,0.194408
16.539679,0.165999
16.559698,0.124812
16.579727,0.087261
16.599571,0.116731
16.619647,0.134204
16.639577,0.141485
16.659619,0.152904
16.679584,0.179408
16.699592,0.241774
16.719802,0.231926
16.739756,0.276313
16.759801,0.471071
16.779722,0.470099
16.799648,0.359212
16.819704,0.298621
16.839546,0.227139
16.859541,0.177468
16.879553,0.148413
16.899533,0.120505
16.919585,0.090495
16.939548,0.074316
16.959596,0.080400
16.979652,0.085226
16.999714,0.087682
17.019650,0.295953
17.039592,0.131586
17.059571,0.255240
17.079548,0.308861
17.099554,0.214573
17.119596,0.163569
17.139568,0.144515
17.159620,0.131597
17.179565,0.100682
17.199579,0.059619
17.219642,0.071988
17.239584,0.085426
17.259608,0.105695
17.279537,0.126912
17.299604,0.146009
17.319622,0.186214
17.339583,0.261289
17.359643,0.235797
17.379595,0.172540
17.399539,0.162434
17.419589,0.135805
17.439536,0.105250
17.459604,0.081009
17.479588,0.079064
17.499542,0.086952
17.519738,0.093305
17.539668,0.099454
17.559846,0.131331
17.579970,0.276367
17.599666,0.147062
17.619693,0.107728
17.639596,0.195026
17.659565,0.249227
17.679696,0.177832
17.699712,0.145354
17.719809,0.126784
17.739837,0.107790
17.759969,0.086237
17.779936,0.054983
17.799906,0.059527
17.819856,0.078707
17.839985,0.085617
17.859935,0.055411
17.879946,0.114355
17.899886,0.258233
17.919811,0.321487
17.939912,0.272612
17.959995,0.228143
17.979939,0.177941
17.999908,0.136144
18.019896,0.091695
18.040008,0.045838
18.059671,0.053080
18.079955,0.062751
18.099905,0.069909
18.119912,0.068774
18.139764,0.063387
18.159806,0.220785
18.179663,0.102613
18.199979,0.070135
18.219808,0.067481
18.239807,0.054518
18.259777,0.069436
18.279838,0.047620
18.299915,0.058714
18.319787,0.068025
18.339951,0.107530
18.359625,0.150423
18.379781,0.174540
18.399736,0.159444
18.419717,0.120819
18.439750,0.073116
18.459666,0.134119
18.479627,0.181099
18.500035,0.157406
18.519601,0.161157
18.539571,0.183275
18.559810,0.189505
18.580015,0.168964
18.599764,0.144565
18.619599,0.138302
18.639954,0.146228
18.659727,0.160816
18.679743,0.113062
18.699712,0.093678
18.719554,0.141343
18.739633,0.092879
18.759551,0.232869
18.779830,0.325989
18.800028,0.233802
18.819618,0.209212
18.839984,0.206402
18.859902,0.162351
18.879677,0.102709
18.899668,0.074251
18.919747,0.070083
18.939558,0.053568
18.959603,0.041376
18.979683,0.047460
18.999900,0.053836
19.019688,0.056473
19.039682,0.084056
19.059750,0.250055
19.079888,0.267837
19.099748,0.407999
19.119674,0.363582
19.139672,0.242924
19.159547,0.192122
19.179787,0.170938
19.199799,0.131153
19.219665,0.103402
19.239588,0.098495
19.259872,0.096060
19.280007,0.086685
19.299910,0.080079
19.319900,0.074483
19.339846,0.070120
19.359956,0.160815
19.379857,0.173461
19.400203,0.170525
19.419849,0.224201
19.439932,0.162084
19.460040,0.177416
19.479733,0.186375
19.499643,0.173405
19.519596,0.131076
19.539905,0.090451
19.560122,0.075709
19.580058,0.085361
19.600094,0.091817
19.619959,0.098814
19.639967,0.097662
19.659978,0.087007
19.679958,0.222810
19.699975,0.154887
19.719910,0.306022
19.739907,0.396824
19.759945,0.310498
19.779934,0.239068
19.799955,0.210599
19.819764,0.197934
19.839956,0.162946
19.859873,0.139154
19.880071,0.138120
19.899692,0.132418
19.919726,0.120091
19.939825,0.094738
19.959762,0.084256
19.979844,0.127415
19.999848,0.267730
20.019910,0.359773
20.039883,0.352078
20.059623,0.247851
20.079825,0.234918
20.099596,0.221702
20.119826,0.156388
20.139740,0.104002
20.159606,0.078377
20.179706,0.055371
20.199809,0.033907
20.219926,0.042993
20.239966,0.065288
20.259965,0.073780
20.279696,0.087327
20.299840,0.109433
20.319913,0.245403
20.339967,0.237111
20.359865,0.420571
20.379610,0.383418
20.400084,0.237443
20.419960,0.202710
20.439904,0.225539
20.459778,0.229478
20.479809,0.189127
20.499768,0.149535
20.519793,0.121569
20.539720,0.149651
20.559961,0.164737
20.579992,0.178179
20.599736,0.190511
20.619991,0.213908
20.639722,0.243730
20.659776,0.287203
20.679857,0.301919
20.699681,0.313752
20.719767,0.373074
20.739700,0.325523
20.759699,0.301851
20.779882,0.252538
20.799753,0.179046
20.819700,0.137906
20.839940,0.103311
20.859698,0.076660
20.880007,0.082378
20.899620,0.098046
20.919935,0.104922
20.939881,0.111808
20.959711,0.112323
20.979673,0.114615
21.000146,0.231656
21.020168,0.128965
21.039708,0.098353
21.059869,0.124044
21.079764,0.282745
21.099823,0.331349
21.119813,0.211289
21.139722,0.150457
21.159596,0.143481
21.179952,0.142298
21.199707,0.121055
21.219679,0.074751
21.239899,0.069087
21.259796,0.094460
21.280051,0.078168
21.299992,0.106538
21.319725,0.193043
21.339660,0.210379
21.359892,0.165375
21.379929,0.171096
21.399575,0.132468
21.419874,0.078104
21.439952,0.042000
21.459862,0.059160
21.479789,0.061344
21.500108,0.062935
21.519870,0.067189
21.539728,0.069782
21.560209,0.072541
21.579746,0.108965
21.599833,0.209577
21.619746,0.087412
21.639724,0.105127
21.660040,0.079659
21.679794,0.143152
21.699810,0.269191
21.719725,0.269980
21.739792,0.168595
21.759628,0.129437
21.779840,0.150820
21.799992,0.179013
21.819974,0.154172
21.840040,0.087387
21.860054,0.160063
21.879709,0.121016
21.899877,0.147032
21.920039,0.169973
21.939831,0.196319
21.960145,0.182460
21.979822,0.150560
22.000286,0.115603
22.019830,0.076065
22.039873,0.058815
22.059854,0.076464
22.079965,0.079995
22.099816,0.082600
