t,err_weighted
12.858930,0.069448
12.878950,0.047386
12.899004,0.037104
12.918953,0.045455
12.938952,0.053144
12.959433,0.062686
12.978841,0.079615
12.998930,0.100072
13.018912,0.098364
13.038967,0.091255
13.059357,0.101589
13.079004,0.210453
13.098787,0.256576
13.118853,0.159378
13.138938,0.179217
13.158887,0.185177
13.178891,0.158170
13.199581,0.185088
13.219153,0.088205
13.239112,0.061444
13.259289,0.036954
13.279210,0.034940
13.299102,0.040099
13.318958,0.048830
13.338930,0.064188
13.358921,0.082889
13.378887,0.087951
13.399032,0.094657
13.418944,0.156906
13.439045,0.125412
13.459051,0.027868
13.478958,0.046027
13.499011,0.047441
13.518898,0.037200
13.539017,0.030023
13.558910,0.038735
13.578933,0.054990
13.599000,0.074590
13.618956,0.099350
13.638946,0.102514
13.658984,0.097321
13.678900,0.078623
13.698865,0.173086
13.718941,0.316111
13.738959,0.162887
13.758839,0.188103
13.778937,0.201654
