,DRMMA_GT:Marker1.Y,DRMMA_GT:Marker1.X,DRMMA_GT:Marker2.Y,DRMMA_GT:Marker2.X,DRMMA_GT:Marker3.Y,DRMMA_GT:Marker3.X,DRMMA_GT:Marker4.Y,DRMMA_GT:Marker4.X,DRMMA_GT:Marker5.Y,DRMMA_GT:Marker5.X,DRMMA_GT:Marker6.Y,DRMMA_GT:Marker6.X,DRMMA_GT:Marker7.Y,DRMMA_GT:Marker7.X,DRMMA_GT:Marker8.Y,DRMMA_GT:Marker8.X,DRMMA_GT:Marker9.Y,DRMMA_GT:Marker9.X,DRMMA_GT:Marker10.Y,DRMMA_GT:Marker10.X,DRMMA_GT:Marker11.Y,DRMMA_GT:Marker11.X,DRMMA_GT:Marker12.Y,DRMMA_GT:Marker12.X,DRMMA_GT:Marker13.Y,DRMMA_GT:Marker13.X
0,3888.338786341953,-485.6027459658048,3958.387530973307,-578.0796623311086,4271.985828838202,-709.3847724937458,4587.705564371143,-581.6930058999159,5736.028438389496,-590.7074463369476,6049.95560956214,-722.8796992577151,6365.134366509594,-595.4020014120109,7261.825864806508,26.257768412844072,6948.38757108925,158.08404644370322,6631.955872660561,31.24734415179317,5480.666788939959,40.330986548790655,5167.432831814852,173.59820182985828,4852.439076828193,45.6144210783986
1,3888.338222030839,-485.6021431791666,3958.3869614608275,-578.0790685449997,4271.985243316669,-709.3842184833337,4587.704989031671,-581.6924907633343,5736.027845878331,-590.707067925833,6049.955008533338,-722.8793579116665,6365.133783792502,-595.4016985474991,7261.825351153334,26.25796556250001,6948.387077236674,158.084279215,6631.955369476661,31.24761546166661,5480.6662829575,40.33139755166664,5167.432331552488,173.59864788250025,4852.438580726665,45.61490666166674
2,3888.3353642431357,-485.60324894837663,3958.3841130741066,-578.080154813489,4271.982399918396,-709.3852119342217,4587.702122022485,-581.6934048667772,5736.024975105743,-590.7077194579517,6049.952171612,-722.8799443963359,6365.130925634458,-595.4022217268954,7261.822376189837,26.257612358034976,6948.384078544546,158.08386804912558,6631.952386691922,31.247139497918365,5480.663292058276,40.33068659866776,5167.429321212321,173.59786828642797,4852.435592818486,45.614045694421385
3,3888.336142208162,-485.6023664629465,3958.3849197177333,-578.079254880932,4271.983270374685,-709.3842344587831,4587.70295059284,-581.6923406686099,5736.025802888426,-590.7063345686931,6049.9530351423755,-722.8784702189845,6365.131746907574,-595.4006499117407,7261.823010439652,26.259452509575297,6948.384672523742,158.08561312239777,6631.953028248134,31.248792138218153,5480.663934821813,40.3319997843464,5167.429931028309,173.59909386511265,4852.436220148203,45.6151865203997
